,ADD_LIKE_BINARY_1,ADD_LIKE_BINARY_2,ADD_LIKE_BINARY_3,ADD_LIKE_BINARY_4,ADD_LIKE_BINARY_5,ADD_LIKE_BINARY_6,AGE,LIVING,STATE,GENDER
1604,0.0,0.0,0.0,0.0,0.0,0.0,43,3,9,2
1605,0.0,0.0,0.0,0.0,0.0,0.0,29,3,8,2
1606,0.0,0.0,0.0,0.0,0.0,0.0,43,2,4,1
1607,0.0,0.0,0.0,0.0,0.0,0.0,38,3,47,1
1608,0.0,0.0,0.0,0.0,0.0,0.0,32,2,2,2
1609,0.0,0.0,0.0,0.0,0.0,0.0,30,2,0,2
1610,0.0,0.0,0.0,0.0,0.0,0.0,45,1,17,1
1611,0.0,0.0,0.0,0.0,0.0,0.0,40,2,35,2
1612,0.0,0.0,0.0,0.0,0.0,0.0,30,1,35,2
1613,0.0,0.0,0.0,0.0,0.0,0.0,40,3,31,2
1614,0.0,0.0,0.0,0.0,0.0,0.0,45,3,16,2
1615,0.0,0.0,0.0,0.0,0.0,0.0,25,3,42,1
1616,0.0,0.0,0.0,0.0,0.0,0.0,41,2,35,1
1617,0.0,0.0,0.0,0.0,0.0,0.0,23,3,32,1
1618,0.0,0.0,0.0,0.0,0.0,0.0,23,2,43,1
1619,0.0,0.0,0.0,0.0,0.0,0.0,44,3,4,2
1620,0.0,0.0,0.0,0.0,0.0,0.0,24,3,9,1
1621,0.0,0.0,0.0,0.0,0.0,0.0,30,3,0,1
1622,0.0,0.0,0.0,0.0,0.0,0.0,22,2,32,2
1623,0.0,0.0,0.0,0.0,0.0,0.0,29,3,32,1
1624,0.0,0.0,0.0,0.0,0.0,0.0,34,2,35,2
1625,0.0,0.0,0.0,0.0,0.0,0.0,39,1,4,2
1626,0.0,0.0,0.0,0.0,0.0,0.0,43,2,43,2
